GMT Time Correction = -14400
Lg00 (Basic Log) Log:
Rec #,Date ,Time,  Pressure [dBars],    LightIntensity,       IntTemp [C],       ExtTemp [C],      C_TooDimFlag,     Valid Flag
   1211,2/23/2022, 23:21:50,            -21.38,                 1,             28.12,             29.02,                 1,              1
   1212,2/23/2022, 23:22:00,            -21.38,                 1,             28.12,             29.04,                 1,              1
   1213,2/23/2022, 23:22:10,            -22.38,                 1,             28.12,             29.04,                 1,              1
   1214,2/23/2022, 23:22:20,            -21.38,                 1,             28.12,             29.04,                 1,              1
   1215,2/23/2022, 23:22:30,            -21.38,                 1,             28.12,             29.04,                 1,              1
   1216,2/23/2022, 23:22:40,            -21.38,                 1,             28.12,             29.04,                 1,              1
   1217,2/23/2022, 23:22:50,            -21.38,                 1,             28.12,             29.04,                 1,              1
   1218,2/23/2022, 23:23:00,            -21.38,                 1,             28.12,             29.04,                 1,              1
   1219,2/23/2022, 23:23:10,            -22.38,                 1,             28.12,             29.04,                 1,              1
   1220,2/23/2022, 23:23:20,            -22.38,                 1,             28.12,             29.04,                 1,              1
   1221,2/23/2022, 23:23:30,            -22.38,                 1,             28.14,             29.04,                 1,              1
   1222,2/23/2022, 23:23:40,            -21.38,                 1,             28.14,             29.04,                 1,              1
   1223,2/23/2022, 23:23:50,            -22.38,                 1,             28.14,             29.04,                 1,              1
